BRAND,DNLA,SKU_NO,SEQNUM,FEATURE_NAME,FEATURE_DESCRIPTION,FEATURES_RAW,LINE_TYPE
Impact,N,272945,1,Instructions for Using This Stand as a Boom,"1. Loosen the large long handle in the middle of the stand.
2. Loosen the top-most section of the stand. Pull that section all the way up.
3. Pull! - swing it horizontally for the boom feature, and lock it for the desired setup.","1. Loosen the large long handle in the middle of the stand.<br>
2. Loosen the top-most section of the stand. Pull that section all the way up.<br>
3. Pull! - swing it horizontally  for the boom feature, and lock it for the desired setup.",DETAIL
Impact,N,283645,1,,"The Stand, pivot and adjustable, telescopic arm save you from trying to hold, adjust and balance a reflector while shooting.","The Stand, pivot and adjustable, telescopic arm save you from trying to hold, adjust and balance a reflector while shooting.",DETAIL
Impact,N,283645,2,,"Features a removable, reversible cover which allows for five uniquely functional surfaces in three separate configurations:Silver, for crisp, cool fill, Gold for warmer fill, Silver-Gold for a soft combination of the two, Solid White for softer fill. Remove the cover completely and reveal a single translucent panel for soft, diffused lighting effects.","Features a removable, reversible cover which allows for five uniquely functional surfaces in three separate configurations:<br>Silver, for crisp, cool fill, Gold for warmer fill, Silver-Gold for a soft combination of the two, Solid White for softer fill. Remove the cover completely and reveal a single translucent panel for soft, diffused lighting effects.",DETAIL
Impact,N,283645,3,,"Lightweight silfoil style, circular, steel framed reflector system.","Lightweight silfoil style, circular, steel framed reflector system.",DETAIL
Impact,N,283646,1,,"Soft Gold combines gold and silver, creating a warm, summery feel that works great with skin tones.","Soft Gold combines gold and silver, creating a warm, summery feel that works great with skin tones.",DETAIL
Impact,N,283646,2,,"White produces an even, neutral-colored bounce light that works beautifully as a fill light source for both product shots and indoor/outdoor portraits.","White produces an even, neutral-colored bounce light that works beautifully as a fill light source for both product shots and indoor/outdoor portraits.",DETAIL
Impact,N,283648,1,,"The Stand, pivot and adjustable, telescopic arm save you from trying to hold, adjust and balance a reflector while shooting.","The Stand, pivot and adjustable, telescopic arm save you from trying to hold, adjust and balance a reflector while shooting.",DETAIL
Impact,N,283648,2,,"Features a removable, reversible cover which allows for five uniquely functional surfaces in three separate configurations:Silver, for crisp, cool fill, Gold for warmer fill, Solid White for softer fill and Silver/Gold for moderately warm fill. Remove the cover completely and reveal a single translucent panel for soft, diffused lighting effects.","Features a removable, reversible cover which allows for five uniquely functional surfaces in three separate configurations:<br>Silver, for crisp, cool fill, Gold for warmer fill, Solid White for softer fill and Silver/Gold for moderately warm fill. Remove the cover completely and reveal a single translucent panel for soft, diffused lighting effects.",DETAIL
Impact,N,283648,3,,"Lightweight style, circular, steel framed reflector system.","Lightweight style, circular, steel framed reflector system.",DETAIL
Impact,N,283648,4,,Folds conveniently into a disk one-third its in-use size.,Folds conveniently into a disk one-third its in-use size.,DETAIL
Impact,N,298511,1,,Black finish reflectors,Black finish reflectors,DETAIL
Impact,N,298511,2,,Economical floodlights for general lighting purposes,Economical floodlights for general lighting purposes,DETAIL
Impact,N,298514,1,,Black finish reflectors,Black finish reflectors,DETAIL
Impact,N,298514,2,,Economical floodlights for general lighting purposes,Economical floodlights for general lighting purposes,DETAIL
Impact,N,298604,1,,Umbrellas soften and broaden the light output,Umbrellas soften and broaden the light output,DETAIL
Impact,N,298604,2,,Black finish reflectors,Black finish reflectors,DETAIL
Impact,N,298604,3,,Economical floodlight for general lighting purposes,Economical floodlight for general lighting purposes,DETAIL
Impact,N,298604,4,,Air-cushioned light stands protect equipment and fingers from damage due to untightened light stand sections,Air-cushioned light stands protect equipment and fingers from damage due to untightened light stand sections,DETAIL
Impact,N,298604,5,,Mini-boom arm allows overhead swivel positioning of any of the fixtures for more precise lighting control,Mini-boom arm allows overhead swivel positioning of any of the fixtures for more precise lighting control,DETAIL
Impact,N,298604,6,,Soft padded case carries all the kit components,Soft padded case carries all the kit components,DETAIL
Impact,N,298709,1,Two Removable Studs,"The provided studs can be removed from the interior of the bracket by totally loosening the wing knobs and letting them slide out. These studs can be used to mount the bracket to a 1/4""-20 (standard) and 3/8"" threaded stand or tripod tops. One stud is used for the flash shoe. The shoe may be unscrewed from this stud.","The provided studs can be removed from the interior of the bracket by <i> totally </i> loosening the wing knobs and letting them slide out. These studs can be used to mount the bracket to a 1/4""-20 (standard) and 3/8"" threaded stand or tripod tops. One stud is used for the flash shoe. The shoe may be unscrewed from this stud.",DETAIL
Impact,N,298709,2,Top Swivel Section,Identified by the small round umbrella socket and locking knob,Identified by the small round umbrella socket and locking knob,DETAIL
Impact,N,298709,3,Bottom Section,Contains the locking swivel lever,Contains the locking swivel lever,DETAIL
Impact,N,298709,4,Vertical Or Horizontal Use,"Once the stud is removed, the bracket may be mounted vertically, or horizontally out from the top of almost any stand with a 5/8"" (Baby) top.","Once the stud is removed, the bracket may be mounted vertically, or horizontally out from the top of almost any stand with a 5/8"" (Baby) top.",DETAIL
Impact,N,299964,1,,Air cushioned adjustment prevents sudden crash down of the table top.,Air cushioned adjustment prevents sudden crash down of the table top.,DETAIL
Impact,N,299964,2,,Equipped with locking casters for easy and secure positioning,Equipped with locking casters for easy and secure positioning,DETAIL
Impact,N,299964,3,,"Can be adjusted from 28 to 48""","Can be adjusted from 28 to 48""",DETAIL
Impact,N,308299,1,,Light your subject from above with the included boom arm and light stand,Light your subject from above with the included boom arm and light stand,DETAIL
Impact,N,308802,1,,"This is a basic, economical floodlight","This is a basic, economical floodlight",DETAIL
Impact,N,308804,1,,The included umbrella softens and spreads the light output,The included umbrella softens and spreads the light output,DETAIL
Impact,N,351519,1,,"Pneumatic control lever, adjusts seat from 20-30"" high, the table from 28 - 48"".","Pneumatic control lever, adjusts seat from 20-30"" high, the table from 28 - 48"".",DETAIL
Impact,N,351519,2,,Air cushion adjustment prevents sudden crash down of the table top.,Air cushion adjustment prevents sudden crash down of the table top.,DETAIL
Impact,N,351519,3,,Chrome plated cylinder,Chrome plated cylinder,DETAIL
Impact,N,351519,4,,Strong high impact nylon base for stability,Strong high impact nylon base for stability,DETAIL
Impact,N,357125,1,,Two-section support arm telescopes for use with different size reflectors.,Two-section support arm telescopes for use with different size reflectors.,DETAIL
Impact,N,358606,1,,"Silver Gold (soft gold) combines gold and silver, creating a warm, summery feel that works great with skin tones.","Silver Gold (soft gold) combines gold and silver, creating a warm, summery feel that works great with skin tones.",DETAIL
Impact,N,358606,2,,"Silver increases the specular highlights and yields a high-contrast image. Its perfect for video, product shots and B&W photography.","Silver increases the specular highlights and yields a high-contrast image. Its perfect for video, product shots and B&W photography.",DETAIL
Impact,N,358606,3,,"Gold produces a natural, golden fill that is great for sunsets, jewelry, and indoor portraits.","Gold produces a natural, golden fill that is great for sunsets, jewelry, and indoor portraits.",DETAIL
Impact,N,358606,4,,"White produces an even, neutral-colored bounce light that works beautifully as a fill light source for both product shots and indoor/outdoor portraits.","White produces an even, neutral-colored bounce light that works beautifully as a fill light source for both product shots and indoor/outdoor portraits.",DETAIL
Impact,N,358606,5,,"Translucent fabric is used to diffuse light, producing a broad light source and a soft, wraparound effect that's perfect for outdoor portraits or whenever a softer light is needed.","Translucent fabric is used to diffuse light, producing a broad light source and a soft, wraparound effect that's perfect for outdoor portraits or whenever a softer light is needed.",DETAIL
Impact,N,358607,1,,"Soft Gold combines gold and silver, creating a warm, summery feel that works great with skin tones.","Soft Gold combines gold and silver, creating a warm, summery feel that works great with skin tones.",DETAIL
Impact,N,358607,2,,"Silver increases the specular highlights and yields a high-contrast image. Its perfect for video, product shots and B&W photography.","Silver increases the specular highlights and yields a high-contrast image. Its perfect for video, product shots and B&W photography.",DETAIL
