BRAND,DNLA,SKU_NO,SEQNUM,SPEC_NAME,SPEC_VALUE,SPEC_VALUE_RAW
Impact,N,423628,2,Closed Length,"20.5"" (52 cm)",
Impact,N,423628,3,Shaft Diameter,8 mm,
Impact,N,423629,1,Open Diameter,"32"" (81.3 cm)",
Impact,N,423629,2,Closed Length,"23"" (58.4 cm)",
Impact,N,423629,3,Shaft Diameter,8 mm,
Impact,N,423631,1,Open Diameter,"60"" (152.5 cm)",
Impact,N,423631,2,Closed Length,"37.8"" (96 cm)",
Impact,N,423631,3,Shaft Diameter,8 mm,
Impact,N,423634,1,Open Diameter,"45"" (114 cm)",
Impact,N,423634,2,Closed Length,"29.8"" (75.5 cm)",
Impact,N,423634,3,Shaft Diameter,8 mm,
Impact,N,423635,1,Open Diameter,"30"" (76 cm)",
Impact,N,423635,2,Closed Length,"20.5"" (52 cm)",
Impact,N,423635,3,Shaft Diameter,8 mm,
Impact,N,423636,1,Open Diameter,"32"" (81.3 cm)",
Impact,N,423636,2,Closed Length,"23"" (58.4 cm)",
Impact,N,423636,3,Shaft Diameter,8 mm,
Impact,N,423638,1,Size,"24 x 32"" (60 x 80 cm)",
Impact,N,423638,2,Shape,Rectangle,
Impact,N,423638,3,Compatibility,Current Bowens and Impact (except the 100EX) monolights,
Impact,N,423638,4,Removable Face,Yes,
Impact,N,423638,5,Removable Baffle,Yes,
Impact,N,423638,6,Accepts Grids,No,
Impact,N,423638,7,Requires Speed Ring,"Bowens style - included
For other popular heads, see ""Accessories"" Tab",
Impact,N,425220,1,Minimum Height,26.75 in (68 cm),
Impact,N,425220,2,Maximum Height,8 ft (2.4 M),
Impact,N,425220,3,Closed Length,27 in (68.5 cm),
Impact,N,425220,4,Footprint Diameter,3 ft (91.4 cm),
Impact,N,425220,5,Kit Weight,7.4 lbs (3.3 kg),
Impact,N,425220,6,Maximum Load,7.5 lbs (3.4 kg),
Impact,N,425220,7,Attachment Size,5/8 in stud with 1/4-20 in threaded tip,
Impact,N,425220,8,Accepts Wheels,Yes- (1022),
Impact,N,425220,9,Air Cushioned,Yes,
Impact,N,437786,1,Maximum Height,10.5' (3.2 m),
Impact,N,437786,2,Minimum Height,"39"" (99 cm)",
Impact,N,437786,3,Closed Length,"39"" (99 cm)",
Impact,N,437786,4,Maximum Width,12.5' (3.8 m),
Impact,N,437786,5,Minimum Width,6' (1.8 m),
Impact,N,437786,6,Weight Capacity,20 lb (9 kg),
Impact,N,437786,7,Weight,12 lb (5.4 kg),
Impact,N,445205,1,Magnification,.38x,
Impact,N,445205,2,Rear Mount Diameter,37mm,
Impact,N,445205,3,Front Mount Diameter,62mm,
Impact,N,445205,4,"Construction, Elements/Groups",2G/2E,
Impact,N,445205,5,Lens Diameter,65mm,
Impact,N,445205,6,Length,39mm,
Impact,N,445205,7,Weight,0.25 lb (115 g),
Impact,N,445217,1,Magnification,.5x,
Impact,N,445217,2,Zoom Through,Minimal capabilities,
Impact,N,445217,3,Rear Mount Diameter,58mm,
Impact,N,445217,4,Front Mount Diameter,86mm,
Impact,N,445217,5,"Construction, Elements/Groups",3E/3G,
Impact,N,445217,6,Lens Diameter,"3.5"" (89mm)",
Impact,N,445217,7,Length,"1.7"" (43mm)",
Impact,N,445217,8,Weight,11.8 oz (335g),
Impact,N,445219,1,Magnification,0.7x,
Impact,N,445219,2,Zoom Through,Yes,
Impact,N,445219,3,Rear Mount Diameter,72mm,
Impact,N,445219,4,Front Mount Diameter,No Front Filter Thread,
Impact,N,445219,5,"Construction, Elements/Groups",4E/3G,
Impact,N,445219,6,Lens Diameter,"3.9"" (98mm)",
Impact,N,445219,7,Length,"1.8"" (46mm)",
Impact,N,445219,8,Weight,20.8 oz (590g),
Impact,N,479657,1,Input Voltage,120VAC,
Impact,N,479657,2,Lamps,"3- 30 Watts, E26 Base, included",
Impact,N,479657,3,Ballast,In each bulb,
Impact,N,479657,4,Mounting,"5/8"" Baby Mount",
Impact,N,479657,5,Weight,7 lbs (3.2 kg),
Impact,N,479657,6,Dimensions,Not Specified by Manufacturer,
Impact,N,479658,1,Input Voltage,120VAC,
Impact,N,479658,2,Lamps,5,
Impact,N,479658,3,Ballast,In each bulb of choice,
Impact,N,479658,4,Mounting,"Standard 5/8""",
Impact,N,479658,5,Weight,12.5 lb (5.7 kg),
Impact,N,479658,6,Dimensions,Not Specified by Manufacturer,
Impact,N,486602,1,Magnification,.45x,
Impact,N,486602,2,Rear Mount Diameter,30mm,
Impact,N,486602,3,Front Filter Thread Size,40.5mm,
Impact,N,486602,4,Lens Diameter,43mm,
Impact,N,486602,5,"Construction, Elements/Groups",2E/2G,
Impact,N,486602,6,Length,25mm,
Impact,N,486602,7,Weight,1.8 oz (50g),
Impact,N,487997,1,Rating,500 W maximum each,
Impact,N,487997,2,Socket (Lampholder),Ceramic,
Impact,N,487997,3,Reflector (Mirror),"10"" aluminum parabola",
Impact,N,487997,4,Mounting,"Universal 5/8"" mount",
Impact,N,487997,5,Kit Weight,12.2 lbs (5.5 kg),
Impact,N,490549,1,Rating,500 watts maximum,
Impact,N,490549,2,Socket (Lampholder),Ceramic,
Impact,N,490549,3,Reflector (Mirror),"12"" Aluminum Parabola",
Impact,N,490549,4,Mounting,"Universal 5/8"" mount",
Impact,N,490549,5,Kit Weight,12.4 lbs (5.6 kg),
Impact,N,501613,1,Maximum Watt/Seconds,300,
Impact,N,501613,2,Guide Number,"182 in feet, @ ISO 100",
Impact,N,501613,3,Recycle Time,2s @ full power,
Impact,N,501613,4,Flash Duration,"1/800s @ full power
1/1800s @ lowest power",
Impact,N,501613,5,Flash Variability,Full to 1/8 power in 1/10 stop increments,
Impact,N,501613,6,User Replaceable Flashtube,Yes,
Impact,N,501613,7,Changeable Reflector,Yes,
Impact,N,501613,8,Modeling Light Wattage,100,
Impact,N,501613,9,Voltage Stabilization,Not specified by manufacturer,
Impact,N,501613,10,Flash Ready Indicator,LED on test button,
Impact,N,501613,11,Operating Voltage,"110-120 VAC, 60Hz",
Impact,N,501613,12,Built-in Slave Cell,"Yes, 10 m range",
Impact,N,501613,13,Circuit Protection,Fuse,
Impact,N,501613,14,Fan Cooled,No,
Impact,N,501613,15,Auto Dump,Yes - limited - strobe fires automatically as power is turned down,
Impact,N,501613,16,Dimensions,"11.6 x 8.5 x 6"" (29.5 x 21.6 x 15.2 cm) with 7"" reflector",
Impact,N,501613,17,Weight,3.5 lbs (1.6 kg),
Impact,N,541110,1,Color,Black/White,
Impact,N,541110,2,Size,5 x 7' (1.5 x 2.1 m),
Impact,N,541115,1,Color,Chroma Blue/Chroma Green,
Impact,N,541115,2,Size,5 x 7' (1.5 x 2.1 m),
Impact,N,541118,1,Color,Chroma Blue,
Impact,N,541118,2,Size,5 x 7' (1.5 x 2.1 m),
Impact,N,541119,1,Color,Chroma Green,
Impact,N,541119,2,Size,5 x 7' (1.5 x 2.1 m),
Impact,N,541120,1,Color,Black,
Impact,N,541120,2,Size,5 x 7' (1.5 x 2.1 m),
Impact,N,541121,1,Color,White,
Impact,N,541121,2,Size,5 x 7' (1.5 x 2.1 m),
Impact,N,541125,1,Color,Chroma Blue,
Impact,N,541125,2,Size,10 x 12' (3 x 3.7 m),
Impact,N,541126,1,Color,Chroma Green,
Impact,N,541126,2,Size,10 x 12' (3 x 3.7 m),
Impact,N,541127,1,Color,Black,
Impact,N,541127,2,Size,10 x 12' (3 x 3.7 m),
Impact,N,541128,1,Color,White,
Impact,N,541128,2,Size,10 x 12' (3 x 3.7 m),
Impact,N,541129,1,Color,White,
Impact,N,541129,2,Size,10 x 24' (3 x 7.3 m),
Impact,N,541203,1,Color,Black,
Impact,N,541203,2,Size,10 x 24' (3 x 7.3 m),
Impact,N,541205,1,Color,Chroma Blue,
Impact,N,541205,2,Size,10 x 24' (3 x 7.3 m),
Impact,N,541207,1,Color,Chroma Green,
Impact,N,541207,2,Size,10 x 24' (3 x 7.3 m),
Impact,N,541208,1,Color,Chroma Blue,
Impact,N,541208,2,Material,Cotton/Poly Blend,
Impact,N,541208,3,Size,8 x 16' (2.4 x 4.9 m),
Impact,N,541209,1,Color,Chroma Green,
Impact,N,541209,2,Material,Cotton/Poly Blend,
Impact,N,541209,3,Size,8 x 16' (2.4 x 4.9 m),
Impact,N,541210,1,Color,Black,
Impact,N,541210,2,Material,Cotton Muslin,
Impact,N,541210,3,Size,8 x 16' (2.4 x 4.9 m),
Impact,N,541213,1,Color,White,
Impact,N,541213,2,Material,Cotton Muslin,
Impact,N,541213,3,Size,8 x 16' (2.4 x 4.9 m),
Impact,N,551788,1,Maximum Watt/Seconds,160,
Impact,N,551788,2,Guide Number,"115 in feet, @ ISO 100 at 10 feet",
Impact,N,551788,3,Recycle Time,2 sec @ full power,
Impact,N,551788,4,Flash Duration,"1/1000s @ full power
1/2000s @ lowest power",
Impact,N,551788,5,Flash Variability,Full to 1/8 power in 1/10 stop increments,
Impact,N,551788,6,User Replaceable Flashtube,Yes,
Impact,N,551788,7,Changeable Reflector,Yes,
Impact,N,551788,8,Modeling Light Wattage,60,
Impact,N,551788,9,Voltage Stabilization,Not Specified by Manufacturer,
Impact,N,551788,10,Flash Ready Indicator,LED on test button,
Impact,N,551788,11,Operating Voltage,"110-120VAC, 60Hz",
Impact,N,551788,12,Built-in Slave Cell,"Yes, 10 m range",
Impact,N,551788,13,Circuit Protection,Fuse,
Impact,N,551788,14,Fan Cooled,No,
Impact,N,551788,15,Auto Dump,Yes - limited - strobe fires automatically as power is turned down,
Impact,N,551788,16,Dimensions,"11.6 x 8.5 x 7"" (29.5 x 21.5 x 17.7cm) with 7"" reflector",
Impact,N,551788,17,Weight,3.5 lbs (1.6kg),
Impact,N,552425,1,Shape,Circular,
Impact,N,552425,2,Size Open,"12"" (30cm)",
Impact,N,552425,3,Size Collapsed,1/3 open size,
Impact,N,552425,4,Surfaces,"Silver, Gold",
Impact,N,552426,1,Shape,Circular,
Impact,N,552426,2,Size Open,"22"" (56cm)",
Impact,N,552426,3,Size Collapsed,1/3 open size,
Impact,N,552426,4,Surfaces,"Gold, Silver",
Impact,N,552427,1,Shape,Circular,
Impact,N,552427,2,Size Open,"32"" (81cm)",
Impact,N,552427,3,Size Collapsed,1/3 open size,
Impact,N,552427,4,Surfaces,"Silver, gold",
Impact,N,552429,1,Shape,Circular,
Impact,N,552429,2,Size Open,"42"" (106cm)",
Impact,N,552429,3,Size Collapsed,1/3 open size,
Impact,N,552429,4,Surfaces,"Gold, silver",
Impact,N,552430,1,Shape,Circular,
Impact,N,552430,2,Size Open,"52"" (132cm)",
Impact,N,552430,3,Size Collapsed,1/3 open size,
Impact,N,552430,4,Surfaces,"Gold, silver",
Impact,N,552431,1,Shape,Oval,
Impact,N,552431,2,Size Open,"41 x 74"" (104 x 188cm)",
Impact,N,552431,3,Size Collapsed,1/3 open size,
Impact,N,552431,4,Surfaces,"Silver, gold",
Impact,N,610265,1,Code,GCA,
Impact,N,610265,2,Application,"Stage and photographic lights, projectors",
Impact,N,610265,3,Watts,250,
Impact,N,610265,4,Volts,120,
Impact,N,610265,5,Color Temperature,3200&deg;K,
Impact,N,610265,6,Average Life Hours,200,
Impact,N,610265,7,Approx. Lumens,6300,
Impact,N,610265,8,Base Type,"G5.3 - Miniature 2-pin: round 1.5 mm, 5.3 mm centered",
Impact,N,610265,9,Filament Type,"CC6, burn base down to horizontal",
Impact,N,610265,10,Length,"2.2"" (5.6 cm)",
Impact,N,610267,1,Code,EMD,
Impact,N,610267,2,Application,"Stage, photographic and studio",
Impact,N,610267,3,Watts,750,
Impact,N,610267,4,Volts,120,
Impact,N,610267,5,Color Temperature,3200 K,
Impact,N,610267,6,Average Life Hours,300,
Impact,N,610267,7,Approx. Lumens,"19,500",
Impact,N,610267,8,Base Type,R7s,
Impact,N,610267,9,Filament Type,"C8, burn in any position",
Impact,N,610267,10,Length,"4.7"" (11.9 cm)",
Impact,N,610274,1,Code,FTK,
Impact,N,610274,2,Application,Stage and photographic fixtures,
Impact,N,610274,3,Watts,500,
Impact,N,610274,4,Volts,120,
Impact,N,610274,5,Color Temperature,3200&deg; K,
Impact,N,610274,6,Average Life Hours,App 200,
Impact,N,610274,7,Approx. Lumens,Not specified by manufacturer,
Impact,N,610274,8,Base Type,GY9.5 pre-focus 2-pin ceramic,
Impact,N,610274,9,Filament Type,C13D,
Impact,N,610274,10,Length,"3.25"" (8.2 cm)",
Impact,N,610276,1,Code,FDN,
Impact,N,610276,2,Application,"Photography, video and stage applications",
Impact,N,610276,3,Watts,500,
Impact,N,610276,4,Volts,120,
Impact,N,610276,5,Color Temperature,3200 K,
Impact,N,610276,6,Average Life Hours,400,
Impact,N,610276,7,Approx. Lumens,"12,800",
Impact,N,610276,8,Base Type,R7s,
Impact,N,610276,9,Filament Type,C-8,
Impact,N,610276,10,Length,"4.7"" (11.9 cm)",
Impact,N,610278,1,Code,FRK,
Impact,N,610278,2,Application,"Stage, film and photography",
Impact,N,610278,3,Watts,650,
Impact,N,610278,4,Volts,120,
Impact,N,610278,5,Color Temperature,3200 K,
Impact,N,610278,6,Average Life Hours,200,
Impact,N,610278,7,Approx. Lumens,"16,000",
Impact,N,610278,8,Base Type,"GY9.5 - Prefocus, 2-pin ceramic",
Impact,N,610278,9,Filament Type,C13D,
Impact,N,610278,10,Length,"3.56"" (9 cm)",
Impact,N,610280,1,Code,ESS,
Impact,N,610280,2,Application,"Stage, studio and photography applications",
Impact,N,610280,3,Watts,250,
Impact,N,610280,4,Volts,120,
Impact,N,610280,5,Color Temperature,3000 K,
Impact,N,610280,6,Average Life Hours,2000,
Impact,N,610280,7,Approx. Lumens,5000,
Impact,N,610280,8,Base Type,BA15d,
Impact,N,610280,9,Filament Type,CC8,
Impact,N,610280,10,Length,"3.19"" (8.1 cm)",
Impact,N,610282,1,Code,FKW,
Impact,N,610282,2,Application,"Stage, film and photography",
Impact,N,610282,3,Watts,300,
Impact,N,610282,4,Volts,120,
Impact,N,610282,5,Color Temperature,3200 K,
Impact,N,610282,6,Average Life,1100,
Impact,N,610282,7,Approx. Lumens,7800,
Impact,N,610282,8,Base Type,GZ9.5 - Prefocus 2-pin; round 3.2mm & 2.4mm; 9.5mm centered,
Impact,N,610282,9,Filament Type,"C-13, burn any position",
Impact,N,610282,10,Length,"3.54"" (8.8 cm)",
Impact,N,610284,1,Code,BRL,
Impact,N,610284,2,Application,"Modeling light, small video lights",
Impact,N,610284,3,Watts,50,
Impact,N,610284,4,Volts,12,
Impact,N,610284,5,Color Temperature,2850 K,
Impact,N,610284,6,Average Life Hours,750,
Impact,N,610284,7,Approx. Lumens,900,
Impact,N,610284,8,Base Type,GY6.35,
Impact,N,610284,9,Filament Type,C-8,
Impact,N,610284,10,Length,"1.73"" (4.4 cm)",
Impact,N,610286,1,Code,FEL,
Impact,N,610286,2,Application,"Stage, film and photography applications",
Impact,N,610286,3,Watts,1000,
Impact,N,610286,4,Volts,120,
Impact,N,610286,5,Color Temperature,3200&deg;K,
Impact,N,610286,6,Average Life Hours,300,
Impact,N,610286,7,Approx. Lumens,"27,500",
Impact,N,610286,8,Base Type,G9.5 2-pin metal-ceramic,
Impact,N,610286,9,Filament Type,CC8,
Impact,N,610286,10,Length,"4"" (10.1 cm)",
Impact,N,610288,1,Code,ESP,
Impact,N,610288,2,Application,"Quartz halogen for photography, film and stage applications",
Impact,N,610288,3,Watts,150,
Impact,N,610288,4,Volts,120,
Impact,N,610288,5,Color Temperature,2950&#176;K,
Impact,N,610288,6,Average Life,1000,
Impact,N,610288,7,Approx. Lumens,2800,
Impact,N,610288,8,Base Type,Double Contact Bayonet Base - BA15d,
Impact,N,610288,9,Filament Type,CC-2V,
Impact,N,610288,10,Length,"2.44"" (6.2 cm)",
Impact,N,610290,1,Code,ENX,
Impact,N,610290,2,Application,Projector,
Impact,N,610290,3,Watts,360,
Impact,N,610290,4,Volts,82,
Impact,N,610290,5,Color Temperature,3300 K,
Impact,N,610290,6,Average Life Hours,75,
Impact,N,610290,7,Approx. Lumens,Not specified by manufacturer,
Impact,N,610290,8,Base Type,GY5.3,
Impact,N,610290,9,Filament Type,"CC8, burn in any position",
Impact,N,610290,10,Length,"1.75"" (44mm)",
Impact,N,610292,1,Code,DYS,
Impact,N,610292,2,Application,"Stage and studio, projector, enlarger",
Impact,N,610292,3,Watts,600,
Impact,N,610292,4,Volts,120,
Impact,N,610292,5,Color Temperature,3200 K,
Impact,N,610292,6,Average Life Hours,75,
Impact,N,610292,7,Approx. Lumens,"17,000",
Impact,N,610292,8,Base Type,GZ9.5 - Prefocus 2-pin: round 3.2mm & 2.4mm; 9.5mm centered,
Impact,N,610292,9,Filament Type,"CC6, horizontal burn",
Impact,N,610292,10,Length,"2.5"" (6.3 cm)",
Impact,N,610294,1,Code,DYH-120V,
Impact,N,610294,2,Application,"Stage and studio, enlarger, projector",
Impact,N,610294,3,Watts,600,
Impact,N,610294,4,Volts,120,
Impact,N,610294,5,Color Temperature,3200 K,
Impact,N,610294,6,Average Life Hours,75,
Impact,N,610294,7,Approx. Lumens,"17,000",
Impact,N,610294,8,Base Type,"G5.3 - Miniature 2-pin: round 1.5mm, 5.3mm centered",
Impact,N,610294,9,Filament Type,CC6,
Impact,N,610294,10,Length,"2.5"" (6.35 cm)",
Impact,N,610296,1,Code,EHC,
Impact,N,610296,2,Application,"Photographic, stage and studio",
Impact,N,610296,3,Watts,500,
Impact,N,610296,4,Volts,120,
Impact,N,610296,5,Color Temperature,3200 K,
Impact,N,610296,6,Average Life Hours,300,
Impact,N,610296,7,Approx. Lumens,"13,000",
Impact,N,610296,8,Base Type,"G9.5 - 2-pin, Ceramic Base",
Impact,N,610296,9,Filament Type,CC8,
Impact,N,610296,10,Length,"3.75"" (9.5 cm)",
Impact,N,610298,1,Code,FCR,
Impact,N,610298,2,Application,"Photography, medical and dental applications",
Impact,N,610298,3,Watts,100,
Impact,N,610298,4,Volts,12,
Impact,N,610298,5,Color Temperature,3300 K,
Impact,N,610298,6,Average Life Hours,50,
Impact,N,610298,7,Approx. Lumens,2900,
Impact,N,610298,8,Base Type,GY6.35,
Impact,N,610298,9,Filament Type,"FC6, Burn base down to horizontal",
Impact,N,610298,10,Length,"1.75"" (4.4 cm)",
Impact,N,610300,1,Code,FEV,
Impact,N,610300,2,Application,Stage and film,
Impact,N,610300,3,Watts,200,
Impact,N,610300,4,Volts,120,
Impact,N,610300,5,Color Temperature,3200 K,
Impact,N,610300,6,Average Life Hours,50,
Impact,N,610300,7,Approx. Lumens,5500,
Impact,N,610300,8,Base Type,BA15d - Double Contact Bayonet (D.C.Bayonet),
Impact,N,610300,9,Filament Type,CC2V,
Impact,N,610300,10,Length,"2.44"" (6.2 cm)",
Impact,N,610302,1,Application,"Photography and film (ARRI, Lowel, Mole-Richardson, etc.)",
Impact,N,610302,2,Watts,300W,
Impact,N,610302,3,Volts,120,
Impact,N,610302,4,Color Temperature,2900 K,
Impact,N,610302,5,Average Life Hours,2000 hours,
Impact,N,610302,6,Approx. Lumens,5900,
Impact,N,610302,7,Base Type,Recessed single contact (R7s),
Impact,N,610302,8,Length,"4.7""",
Impact,N,610304,1,Code,DXW,
Impact,N,610304,2,Application,Stage and studio,
Impact,N,610304,3,Watts,1000,
Impact,N,610304,4,Volts,120,
Impact,N,610304,5,Color Temperature,3200&deg K,
Impact,N,610304,6,Average Life Hours,150,
Impact,N,610304,7,Approx. Lumens,"28,000",
Impact,N,610304,8,Base Type,R7s,
Impact,N,610304,9,Filament Type,"CC8, burn any position",
Impact,N,610304,10,Length,"3.75"" (9.52 cm)",
Impact,N,610306,1,Code,FHS,
Impact,N,610306,2,Application,Projectors,
Impact,N,610306,3,Watts,300,
Impact,N,610306,4,Volts,82,
Impact,N,610306,5,Color Temperature,3300 K,
Impact,N,610306,6,Average Life Hours,50,
Impact,N,610306,7,Approx. Lumens,Not specified by manufacturer,
Impact,N,610306,8,Base Type,GX5.3 - Miniature 2-pin round,
Impact,N,610306,9,Filament Type,"CC8, burn base down to horizontal",
Impact,N,610306,10,Length,"1.75"" (4.4 cm)",
Impact,N,610308,1,Code,GDA-120,
Impact,N,610308,2,Application,"Stage and studio, projector",
Impact,N,610308,3,Watts,500,
Impact,N,610308,4,Volts,120,
Impact,N,610308,5,Color Temperature,3100 K,
Impact,N,610308,6,Average Life Hours,100,
Impact,N,610308,7,Approx. Lumens,"11,000",
Impact,N,610308,8,Base Type,R7s,
Impact,N,610308,9,Filament Type,"CC8, burn in horizontal position",
Impact,N,610308,10,Length,"5.3"" (13.5 cm)",
Impact,N,610310,1,Code,EKB,
Impact,N,610310,2,Application,Stage/Studio - Quartzline Tungsten Halogen,
Impact,N,610310,3,Watts,420,
Impact,N,610310,4,Volts,120,
Impact,N,610310,5,Color Temperature,3200 K,
Impact,N,610310,6,Average Life,75,
Impact,N,610310,7,Approx. Lumens,11000,
Impact,N,610310,8,Base Type,GY9.5,
Impact,N,610310,9,Filament Type,CC-6,
Impact,N,610310,10,Length,"2.5"" (6.4 cm)",
Impact,N,610312,1,Code,FHM,
Impact,N,610312,2,Application,"Stage, film and photography",
Impact,N,610312,3,Watts,1000,
Impact,N,610312,4,Volts,120,
Impact,N,610312,5,Color Temperature,3200&deg K,
Impact,N,610312,6,Average Life Hours,300,
Impact,N,610312,7,Approx. Lumens,"26,000",
Impact,N,610312,8,Base Type,R7s,
Impact,N,610312,9,Filament Type,"C8, burn in horizontal position",
Impact,N,610312,10,Length,"4.75"" (12 cm)",
Impact,N,610314,1,Code,FCM,
Impact,N,610314,2,Application,"Stage, film and photography",
Impact,N,610314,3,Watts,1000,
Impact,N,610314,4,Volts,120,
Impact,N,610314,5,Color Temperature,3200&deg; K,
Impact,N,610314,6,Average Life Hours,300,
Impact,N,610314,7,Approx. Lumens,"27,000",
Impact,N,610314,8,Base Type,R7s,
Impact,N,610314,9,Filament Type,"C8, burn in horizontal position only",
Impact,N,610314,10,Length,"4.75"" (12 cm)",
Impact,N,610316,1,Code,EMF,
Impact,N,610316,2,Application,Quartz halogen for studio,
Impact,N,610316,3,Watts,800,
Impact,N,610316,4,Volts,220-240,
Impact,N,610316,5,Color Temperature,3200 K,
Impact,N,610316,6,Average Life,250,
Impact,N,610316,7,Approx. Lumens,"21,400",
Impact,N,610316,8,Base Type,R7s,
Impact,N,610316,9,Filament Type,C-8,
Impact,N,610316,10,Length,"4.7"" (11.9 cm)",
Impact,N,610316,11,Diameter,"0.47"" (1.2 cm)",
Impact,N,610318,1,Code,EGT,
Impact,N,610318,2,Application,Stage and studio fixtures,
Impact,N,610318,3,Watts,1000,
Impact,N,610318,4,Volts,120,
Impact,N,610318,5,Color Temperature,3200 K,
Impact,N,610318,6,Average Life Hours,200,
Impact,N,610318,7,Approx. Lumens,"27,500",
Impact,N,610318,8,Base Type,G22 - medium bi-post,
Impact,N,610318,9,Filament Type,C13D,
Impact,N,610318,10,Length,"5.5"" (14 cm)",
Impact,N,610321,1,Code,FSH,
Impact,N,610321,2,Application,"Stage and studio, projector",
Impact,N,610321,3,Watts,125,
Impact,N,610321,4,Volts,120,
Impact,N,610321,5,Color Temperature,3200&deg;K,
Impact,N,610321,6,Average Life Hours,200,
Impact,N,610321,7,Approx. Lumens,2500,
Impact,N,610321,8,Base Type,"G5.3 Miniature 2-pin: round 1.5mm, 5.3mm centered",
Impact,N,610321,9,Filament Type,"CC8, burn base down to horizontal",
Impact,N,610321,10,Length,"2.2"" (5.6 cm)",
Impact,N,610323,1,Code,ESR,
Impact,N,610323,2,Application,Halogen - Quartzline,
Impact,N,610323,3,Watts,100,
Impact,N,610323,4,Volts,120,
Impact,N,610323,5,Color Temperature,2950 K,
Impact,N,610323,6,Average Life,750,
Impact,N,610323,7,Approx. Lumens,1800,
Impact,N,610323,8,Base Type,BA15d Bayonet,
Impact,N,610323,9,Filament Type,CC-2V,
Impact,N,610323,10,Length,"2.44"" (6.2 cm)",
Impact,N,610325,1,Code,FCS,
Impact,N,610325,2,Application,"Small video fixtures, projectors, medical and dental",
Impact,N,610325,3,Watts,150,
Impact,N,610325,4,Volts,24,
Impact,N,610325,5,Color Temperature,3400 K,
Impact,N,610325,6,Average Life Hours,50,
Impact,N,610325,7,Approx. Lumens,4500,
Impact,N,610325,8,Base Type,G6.35 2-pin round,
Impact,N,610325,9,Filament Type,FC6,
Impact,N,610325,10,Length,"2"" (5.1 cm)",
Impact,N,610327,1,Code,ETB,
Impact,N,610327,2,Application,Halogen - Quartzline,
Impact,N,610327,3,Watts,250,
Impact,N,610327,4,Volts,120,
Impact,N,610327,5,Color Temperature,2950 K,
Impact,N,610327,6,Average Life,2000,
Impact,N,610327,7,Approx. Lumens,4850,
Impact,N,610327,8,Base Type,D C Bay (BA15d),
Impact,N,610327,9,Filament Type,CC-8,
Impact,N,610327,10,Length,"3"" (7.7 cm)",
Impact,N,610330,1,Code,ETC,
Impact,N,610330,2,Application,Stage and photography,
Impact,N,610330,3,Watts,150,
Impact,N,610330,4,Volts,120,
Impact,N,610330,5,Color Temperature,2900,
Impact,N,610330,6,Average Life Hours,2000,
Impact,N,610330,7,Approx. Lumens,2800,
Impact,N,610330,8,Base Type,BA15d (Double Contact Bayonet),
Impact,N,610330,9,Filament Type,CC-8,
Impact,N,610330,10,Length,"2.44"" (6.2 cm)",
Impact,N,610332,1,Code,ESM,
Impact,N,610332,2,Application,Photographic lighting and projectors,
Impact,N,610332,3,Watts,250,
Impact,N,610332,4,Volts,120,
Impact,N,610332,5,Color Temperature,3000 K,
Impact,N,610332,6,Average Life Hours,2000,
Impact,N,610332,7,Approx. Lumens,4800,
Impact,N,610332,8,Base Type,E11 (Mini Candelabra Screw),
Impact,N,610332,9,Filament Type,CC-8,
Impact,N,610332,10,Length,"3.15"" (8 cm)",
Impact,N,610343,1,Code,FAD,
Impact,N,610343,2,Application,Film and scientific applications,
Impact,N,610343,3,Watts,650,
Impact,N,610343,4,Volts,120,
Impact,N,610343,5,Color Temperature,3200&deg K,
Impact,N,610343,6,Average Life Hours,100,
Impact,N,610343,7,Approx. Lumens,"16,500",
Impact,N,610343,8,Base Type,R7s,
Impact,N,610343,9,Filament Type,"CC8, burn in any position",
